Employee Name,Month,Year,Month_Number,Start Date,Tenure_Days,Tenure_Range,Department,Org,Manager,Level distinction,Country
Employee 1236,August 2022,2022,8,2021-04-29,489,1-5 years,Data Platform Engineering,R&D,Employe 2236,L4 Early,United States
Employee 1237,August 2022,2022,8,2021-12-22,252,6 months-1 year,Data Platform Engineering,R&D,Employe 2237,L3 Seasoned,United States
Employee 1251,August 2022,2022,8,2021-08-02,394,1-5 years,Finance,Operations,Employe 2251,M6 Early,United States
Employee 15,August 2022,2022,8,2021-08-01,395,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 16,August 2022,2022,8,2021-08-18,378,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 17,August 2022,2022,8,2021-08-23,373,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 3,August 2022,2022,8,2019-05-20,1199,1-5 years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,August 2022,2022,8,2022-02-07,205,6 months-1 year,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,August 2022,2022,8,2022-04-11,142,3-6 months,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
Employee 41,August 2022,2022,8,2022-05-03,120,3-6 months,Product Engineering,R&D,Employee 999,M4 Veteran,United States
Employee 43,August 2022,2022,8,2022-05-09,114,3-6 months,Finance,Operations,Employee 999,M6 Seasoned,United States
Employee 5,August 2022,2022,8,2020-01-27,947,1-5 years,Data Engineering,R&D,Employee 999,M5 Veteran,United States
Employee 55,August 2022,2022,8,2022-06-13,79,1-3 months,Data Platform Engineering,R&D,Employee 159,L5 Early,India
Employee 57,August 2022,2022,8,2022-06-27,65,1-3 months,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 59,August 2022,2022,8,2022-07-05,57,1-3 months,Data Product Engineering,R&D,Employee 159,L4 Seasoned,United States
Employee 64,August 2022,2022,8,2022-08-29,2,1-30 days,Data Platform Engineering,R&D,Employee 159,L3 Seasoned,United States
Employee 66,August 2022,2022,8,2022-08-29,2,1-30 days,Accounting,Operations,Employee 43,M5 Early,United States
Employee 8,August 2022,2022,8,2020-11-30,639,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 10,September 2022,2022,9,2021-01-28,610,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 1143,September 2022,2022,9,2021-10-18,347,6 months-1 year,Software Engineering,R&D,Employe 2143,M4 Veteran,United States
Employee 1180,September 2022,2022,9,2022-09-18,12,1-30 days,Software Engineering,R&D,Employe 2180,L2 Seasoned,Egypt
Employee 1189,September 2022,2022,9,2022-02-07,235,6 months-1 year,Solutions Engineering,Go-To-Market,Employe 2189,L5 Early,United States
Employee 1190,September 2022,2022,9,2022-02-14,228,6 months-1 year,Software Engineering,R&D,Employe 2190,L3 Seasoned,United States
Employee 1236,September 2022,2022,9,2021-04-29,519,1-5 years,Data Platform Engineering,R&D,Employe 2236,L4 Early,United States
Employee 1237,September 2022,2022,9,2021-12-22,282,6 months-1 year,Data Platform Engineering,R&D,Employe 2237,L3 Seasoned,United States
Employee 1251,September 2022,2022,9,2021-08-02,424,1-5 years,Finance,Operations,Employe 2251,M6 Early,United States
Employee 15,September 2022,2022,9,2021-08-01,425,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 16,September 2022,2022,9,2021-08-18,408,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 17,September 2022,2022,9,2021-08-23,403,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 3,September 2022,2022,9,2019-05-20,1229,1-5 years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,September 2022,2022,9,2022-02-07,235,6 months-1 year,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,September 2022,2022,9,2022-04-11,172,3-6 months,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
Employee 41,September 2022,2022,9,2022-05-03,150,3-6 months,Product Engineering,R&D,Employee 999,M4 Veteran,United States
Employee 43,September 2022,2022,9,2022-05-09,144,3-6 months,Finance,Operations,Employee 999,M6 Seasoned,United States
Employee 5,September 2022,2022,9,2020-01-27,977,1-5 years,Data Engineering,R&D,Employee 999,M5 Veteran,United States
Employee 55,September 2022,2022,9,2022-06-13,109,3-6 months,Data Platform Engineering,R&D,Employee 159,L5 Early,India
Employee 57,September 2022,2022,9,2022-06-27,95,3-6 months,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 59,September 2022,2022,9,2022-07-05,87,1-3 months,Data Product Engineering,R&D,Employee 159,L4 Seasoned,United States
Employee 64,September 2022,2022,9,2022-08-29,32,1-3 months,Data Platform Engineering,R&D,Employee 159,L3 Seasoned,United States
Employee 66,September 2022,2022,9,2022-08-29,32,1-3 months,Accounting,Operations,Employee 43,M5 Early,United States
Employee 68,September 2022,2022,9,2022-09-19,11,1-30 days,Infrastructure Engineering,R&D,Employee 200,L4 Early,United States
Employee 8,September 2022,2022,9,2020-11-30,669,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 10,October 2022,2022,10,2021-01-28,641,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 1141,October 2022,2022,10,2022-10-31,0,1-30 days,Software Engineering,R&D,Employe 2141,L4 Seasoned,United States
Employee 1143,October 2022,2022,10,2021-10-18,378,1-5 years,Software Engineering,R&D,Employe 2143,M4 Veteran,United States
Employee 1180,October 2022,2022,10,2022-09-18,43,1-3 months,Software Engineering,R&D,Employe 2180,L2 Seasoned,Egypt
Employee 1189,October 2022,2022,10,2022-02-07,266,6 months-1 year,Solutions Engineering,Go-To-Market,Employe 2189,L5 Early,United States
Employee 1190,October 2022,2022,10,2022-02-14,259,6 months-1 year,Software Engineering,R&D,Employe 2190,L3 Seasoned,United States
Employee 1219,October 2022,2022,10,2022-10-10,21,1-30 days,Software Engineering,R&D,Employe 2219,L4 Early,Canada
Employee 1236,October 2022,2022,10,2021-04-29,550,1-5 years,Data Platform Engineering,R&D,Employe 2236,L4 Early,United States
Employee 1237,October 2022,2022,10,2021-12-22,313,6 months-1 year,Data Platform Engineering,R&D,Employe 2237,L3 Seasoned,United States
Employee 1251,October 2022,2022,10,2021-08-02,455,1-5 years,Finance,Operations,Employe 2251,M6 Early,United States
Employee 15,October 2022,2022,10,2021-08-01,456,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 16,October 2022,2022,10,2021-08-18,439,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 17,October 2022,2022,10,2021-08-23,434,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 3,October 2022,2022,10,2019-05-20,1260,1-5 years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,October 2022,2022,10,2022-02-07,266,6 months-1 year,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,October 2022,2022,10,2022-04-11,203,6 months-1 year,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
Employee 41,October 2022,2022,10,2022-05-03,181,6 months-1 year,Product Engineering,R&D,Employee 999,M4 Veteran,United States
Employee 43,October 2022,2022,10,2022-05-09,175,3-6 months,Finance,Operations,Employee 999,M6 Seasoned,United States
Employee 5,October 2022,2022,10,2020-01-27,1008,1-5 years,Data Engineering,R&D,Employee 999,M5 Veteran,United States
Employee 55,October 2022,2022,10,2022-06-13,140,3-6 months,Data Platform Engineering,R&D,Employee 159,L5 Early,India
Employee 57,October 2022,2022,10,2022-06-27,126,3-6 months,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 59,October 2022,2022,10,2022-07-05,118,3-6 months,Data Product Engineering,R&D,Employee 159,L4 Seasoned,United States
Employee 64,October 2022,2022,10,2022-08-29,63,1-3 months,Data Platform Engineering,R&D,Employee 159,L3 Seasoned,United States
Employee 66,October 2022,2022,10,2022-08-29,63,1-3 months,Accounting,Operations,Employee 43,M5 Early,United States
Employee 68,October 2022,2022,10,2022-09-19,42,1-3 months,Infrastructure Engineering,R&D,Employee 200,L4 Early,United States
Employee 8,October 2022,2022,10,2020-11-30,700,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 10,November 2022,2022,11,2021-01-28,671,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 1141,November 2022,2022,11,2022-10-31,30,1-30 days,Software Engineering,R&D,Employe 2141,L4 Seasoned,United States
Employee 1143,November 2022,2022,11,2021-10-18,408,1-5 years,Software Engineering,R&D,Employe 2143,M4 Veteran,United States
Employee 1151,November 2022,2022,11,2022-11-14,16,1-30 days,Software Engineering,R&D,Employe 2151,L5 Seasoned,United States
Employee 1180,November 2022,2022,11,2022-09-18,73,1-3 months,Software Engineering,R&D,Employe 2180,L2 Seasoned,Egypt
Employee 1189,November 2022,2022,11,2022-02-07,296,6 months-1 year,Solutions Engineering,Go-To-Market,Employe 2189,L5 Early,United States
Employee 1190,November 2022,2022,11,2022-02-14,289,6 months-1 year,Software Engineering,R&D,Employe 2190,L3 Seasoned,United States
Employee 1219,November 2022,2022,11,2022-10-10,51,1-3 months,Software Engineering,R&D,Employe 2219,L4 Early,Canada
Employee 1236,November 2022,2022,11,2021-04-29,580,1-5 years,Data Platform Engineering,R&D,Employe 2236,L4 Early,United States
Employee 1237,November 2022,2022,11,2021-12-22,343,6 months-1 year,Data Platform Engineering,R&D,Employe 2237,L3 Seasoned,United States
Employee 1251,November 2022,2022,11,2021-08-02,485,1-5 years,Finance,Operations,Employe 2251,M6 Early,United States
Employee 15,November 2022,2022,11,2021-08-01,486,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 16,November 2022,2022,11,2021-08-18,469,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 17,November 2022,2022,11,2021-08-23,464,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 3,November 2022,2022,11,2019-05-20,1290,1-5 years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,November 2022,2022,11,2022-02-07,296,6 months-1 year,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,November 2022,2022,11,2022-04-11,233,6 months-1 year,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
Employee 41,November 2022,2022,11,2022-05-03,211,6 months-1 year,Product Engineering,R&D,Employee 999,M4 Veteran,United States
Employee 43,November 2022,2022,11,2022-05-09,205,6 months-1 year,Finance,Operations,Employee 999,M6 Seasoned,United States
Employee 5,November 2022,2022,11,2020-01-27,1038,1-5 years,Data Engineering,R&D,Employee 999,M5 Veteran,United States
Employee 55,November 2022,2022,11,2022-06-13,170,3-6 months,Data Platform Engineering,R&D,Employee 159,L5 Early,India
Employee 57,November 2022,2022,11,2022-06-27,156,3-6 months,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 59,November 2022,2022,11,2022-07-05,148,3-6 months,Data Product Engineering,R&D,Employee 159,L4 Seasoned,United States
Employee 64,November 2022,2022,11,2022-08-29,93,3-6 months,Data Platform Engineering,R&D,Employee 159,L3 Seasoned,United States
Employee 66,November 2022,2022,11,2022-08-29,93,3-6 months,Accounting,Operations,Employee 43,M5 Early,United States
Employee 68,November 2022,2022,11,2022-09-19,72,1-3 months,Infrastructure Engineering,R&D,Employee 200,L4 Early,United States
Employee 8,November 2022,2022,11,2020-11-30,730,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 10,December 2022,2022,12,2021-01-28,702,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 1141,December 2022,2022,12,2022-10-31,61,1-3 months,Software Engineering,R&D,Employe 2141,L4 Seasoned,United States
Employee 1143,December 2022,2022,12,2021-10-18,439,1-5 years,Software Engineering,R&D,Employe 2143,M4 Veteran,United States
Employee 1151,December 2022,2022,12,2022-11-14,47,1-3 months,Software Engineering,R&D,Employe 2151,L5 Seasoned,United States
Employee 1153,December 2022,2022,12,2022-12-05,26,1-30 days,Software Engineering,R&D,Employe 2153,L5 Early,United States
Employee 1180,December 2022,2022,12,2022-09-18,104,3-6 months,Software Engineering,R&D,Employe 2180,L2 Seasoned,Egypt
Employee 1189,December 2022,2022,12,2022-02-07,327,6 months-1 year,Solutions Engineering,Go-To-Market,Employe 2189,L5 Early,United States
Employee 1190,December 2022,2022,12,2022-02-14,320,6 months-1 year,Software Engineering,R&D,Employe 2190,L3 Seasoned,United States
Employee 1219,December 2022,2022,12,2022-10-10,82,1-3 months,Software Engineering,R&D,Employe 2219,L4 Early,Canada
Employee 1236,December 2022,2022,12,2021-04-29,611,1-5 years,Data Platform Engineering,R&D,Employe 2236,L4 Early,United States
Employee 1237,December 2022,2022,12,2021-12-22,374,1-5 years,Data Platform Engineering,R&D,Employe 2237,L3 Seasoned,United States
Employee 1251,December 2022,2022,12,2021-08-02,516,1-5 years,Finance,Operations,Employe 2251,M6 Early,United States
Employee 15,December 2022,2022,12,2021-08-01,517,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 16,December 2022,2022,12,2021-08-18,500,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 17,December 2022,2022,12,2021-08-23,495,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 3,December 2022,2022,12,2019-05-20,1321,1-5 years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,December 2022,2022,12,2022-02-07,327,6 months-1 year,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,December 2022,2022,12,2022-04-11,264,6 months-1 year,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
Employee 41,December 2022,2022,12,2022-05-03,242,6 months-1 year,Product Engineering,R&D,Employee 999,M4 Veteran,United States
Employee 43,December 2022,2022,12,2022-05-09,236,6 months-1 year,Finance,Operations,Employee 999,M6 Seasoned,United States
Employee 5,December 2022,2022,12,2020-01-27,1069,1-5 years,Data Engineering,R&D,Employee 999,M5 Veteran,United States
Employee 55,December 2022,2022,12,2022-06-13,201,6 months-1 year,Data Platform Engineering,R&D,Employee 159,L5 Early,India
Employee 57,December 2022,2022,12,2022-06-27,187,6 months-1 year,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 59,December 2022,2022,12,2022-07-05,179,3-6 months,Data Product Engineering,R&D,Employee 159,L4 Seasoned,United States
Employee 64,December 2022,2022,12,2022-08-29,124,3-6 months,Data Platform Engineering,R&D,Employee 159,L3 Seasoned,United States
Employee 66,December 2022,2022,12,2022-08-29,124,3-6 months,Accounting,Operations,Employee 43,M5 Early,United States
Employee 68,December 2022,2022,12,2022-09-19,103,3-6 months,Infrastructure Engineering,R&D,Employee 200,L4 Early,United States
Employee 8,December 2022,2022,12,2020-11-30,761,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 80,December 2022,2022,12,2022-12-19,12,1-30 days,Accounting,Operations,Employee 66,M3 Veteran,United States
Employee 81,December 2022,2022,12,2022-12-19,12,1-30 days,Data Product Engineering,R&D,Employee 157,L3 Veteran,Egypt
Employee 10,January 2023,2023,1,2021-01-28,733,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 1141,January 2023,2023,1,2022-10-31,92,3-6 months,Software Engineering,R&D,Employe 2141,L4 Seasoned,United States
Employee 1143,January 2023,2023,1,2021-10-18,470,1-5 years,Software Engineering,R&D,Employe 2143,M4 Veteran,United States
Employee 1151,January 2023,2023,1,2022-11-14,78,1-3 months,Software Engineering,R&D,Employe 2151,L5 Seasoned,United States
Employee 1153,January 2023,2023,1,2022-12-05,57,1-3 months,Software Engineering,R&D,Employe 2153,L5 Early,United States
Employee 1180,January 2023,2023,1,2022-09-18,135,3-6 months,Software Engineering,R&D,Employe 2180,L2 Seasoned,Egypt
Employee 1189,January 2023,2023,1,2022-02-07,358,6 months-1 year,Solutions Engineering,Go-To-Market,Employe 2189,L5 Early,United States
Employee 1190,January 2023,2023,1,2022-02-14,351,6 months-1 year,Software Engineering,R&D,Employe 2190,L3 Seasoned,United States
Employee 1216,January 2023,2023,1,2023-01-18,13,1-30 days,Software Engineering,R&D,Employe 2216,L4 Early,United States
Employee 1219,January 2023,2023,1,2022-10-10,113,3-6 months,Software Engineering,R&D,Employe 2219,L4 Early,Canada
Employee 1236,January 2023,2023,1,2021-04-29,642,1-5 years,Data Platform Engineering,R&D,Employe 2236,L4 Early,United States
Employee 1237,January 2023,2023,1,2021-12-22,405,1-5 years,Data Platform Engineering,R&D,Employe 2237,L3 Seasoned,United States
Employee 1251,January 2023,2023,1,2021-08-02,547,1-5 years,Finance,Operations,Employe 2251,M6 Early,United States
Employee 1271,January 2023,2023,1,2023-01-09,22,1-30 days,Engineering,R&D,Employe 2271,M6 Seasoned,United States
Employee 15,January 2023,2023,1,2021-08-01,548,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 16,January 2023,2023,1,2021-08-18,531,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 17,January 2023,2023,1,2021-08-23,526,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 3,January 2023,2023,1,2019-05-20,1352,1-5 years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,January 2023,2023,1,2022-02-07,358,6 months-1 year,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,January 2023,2023,1,2022-04-11,295,6 months-1 year,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
