Role Name,Date,Candidate Name + GH URL,High Potential?,Location,Tech/Non-Tech/Quota Carrying,Geo Factor,Comp Type,Current Level,$ Base Comp,Final Pay Band,TRM Level,TRM Cash
Senior MLOps Engineer,2025-07-24,Candidate 637,Yes,United States,Tech,1.0,Expected,L4 (Senior),,Product - Engineering - Software Engineering - IC,L5,221222.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-07-27,Candidate 638,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
Head of Product Engineering,2025-08-03,Candidate 639,Yes,United States,Tech,1.0,Current Comp,M6 (VP),350000,Product - Engineering - Software Engineering - Mgmt,M5,330000.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-29,Candidate 640,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),108000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Engineering Manager, Data Engineering",,Candidate 641,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M4,0.0
"Engineering Manager, Data Engineering",2025-07-30,Candidate 642,No,United States,Tech,1.0,Current Comp,M4 (Manager),230000,Product - Engineering - Software Engineering - Mgmt,M4,250000.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-07-22,Candidate 643,No,United States,Tech,1.0,Current Comp,L5 (Staff),250000,Product - Engineering - Software Engineering - IC,L4,265000.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-21,Candidate 644,No,Brazil,Tech,0.597,Expected,L4 (Senior),90000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Engineering Manager, Data Engineering",2025-07-22,Candidate 645,No,United States,Tech,1.0,Current Comp,M4 (Manager),230000,Product - Engineering - Software Engineering - Mgmt,M4,250000.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-07-15,Candidate 646,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-08-01,Candidate 647,No,Brazil,Tech,0.597,Expected,L3 (Mid),95000,Product - Engineering - Software Engineering - IC,L4,113430.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-08-04,Candidate 648,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),80000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-08-05,Candidate 649,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),96000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-31,Candidate 650,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),122000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Software Engineer, Data Product (LATAM)",2025-07-31,Candidate 651,Yes,Brazil,Tech,0.597,Expected,L3 (Mid),48000,Product - Engineering - Software Engineering - IC,L3,113430.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",,Candidate 652,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-08-06,Candidate 653,No,United States,Tech,1.0,Expected,L6 (Principal),185000,Product - Engineering - Software Engineering - IC,L4,320000.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-07-22,Candidate 654,Yes,United States,Tech,1.0,Expected,L4 (Senior),,Product - Engineering - Software Engineering - IC,L5,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-07-21,Candidate 655,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-08-01,Candidate 656,No,Brazil,Tech,0.597,Expected,L3 (Mid),80000,Product - Engineering - Software Engineering - IC,L4,113430.0
Head of Product Engineering,2025-08-06,Candidate 657,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M5,0.0
Solutions Architect,2025-08-07,Candidate 658,No,United States,Non-tech,1.0,Expected,L3 (Mid),165000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,160677.0
Solutions Architect,2025-08-07,Candidate 659,,,Non-tech,,,,,GTM - Solutions Engineering - Solutions Engineering - IC,L4,0.0
Solutions Architect,2025-08-07,Candidate 660,No,United States,Non-tech,1.0,Current Comp,L5 (Staff),225000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,202538.0
Solutions Architect,2025-08-07,Candidate 661,No,United States,Non-tech,1.0,Expected,L4 (Senior),190000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,180147.0
"Senior Software Engineer, Infrastructure",2025-08-04,Candidate 662,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-07-16,Candidate 663,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-08-05,Candidate 664,No,United States,Tech,1.0,Expected,L5 (Staff),200000,Product - Engineering - Software Engineering - IC,L5,265000.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-07-21,Candidate 665,No,United States,Tech,1.0,Expected,L5 (Staff),200000,Product - Engineering - Software Engineering - IC,L4,265000.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-07-29,Candidate 666,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L3,0.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-08-08,Candidate 667,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-08-08,Candidate 668,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-08-08,Candidate 669,No,Brazil,Tech,0.597,Expected,L4 (Senior),90000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-07-23,Candidate 670,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
Solutions Architect,2025-08-08,Candidate 671,No,United States,Non-tech,1.0,Current Comp,L5 (Staff),200000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,202538.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-07-18,Candidate 672,No,United States,Tech,1.0,Current Comp,L4 (Senior),175000,Product - Engineering - Software Engineering - IC,L4,221222.0
Head of Product Engineering,2025-08-05,Candidate 673,No,United States,Tech,1.0,Expected,M5 (Director),315000,Product - Engineering - Software Engineering - Mgmt,M5,290000.0
"Head of Engineering, AI",2025-06-26,Candidate 674,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M5,0.0
"Software Engineer, Data Product (LATAM)",2025-07-06,Candidate 675,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L3,0.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-07-18,Candidate 676,No,United States,Tech,1.0,Expected,L4 (Senior),,Product - Engineering - Software Engineering - IC,L4,221222.0
"Software Engineer, Data Product (LATAM)",2025-07-15,Candidate 677,No,Brazil,Tech,0.597,Expected,L3 (Mid),85000,Product - Engineering - Software Engineering - IC,L3,113430.0
"Senior Software Engineer, Data Product (US / US PERM)",,Candidate 678,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-07-14,Candidate 679,No,United States,Tech,1.0,Current Comp,L4 (Senior),180000,Product - Engineering - Software Engineering - IC,L4,221222.0
Forward Deployed Engineer - US National Security,2025-07-24,Candidate 680,,,Tech,,,,,Product - Engineering - Forward Deployed Engineering - IC,L4,0.0
Forward Deployed Data Engineer (TS/SCI),2025-07-30,Candidate 681,Yes,United States,Tech,1.0,,L4 (Senior),,Product - Engineering - Forward Deployed Engineering - IC,L5,265465.92
Forward Deployed Engineer - US National Security,2025-07-30,Candidate 682,,,Tech,,,,,Product - Engineering - Forward Deployed Engineering - IC,L4,0.0
"Data Science Manager, Attribution",2025-08-01,Candidate 683,No,United States,Tech,1.0,Expected,M4 (Manager),290000,Product - Engineering - Machine Learning Engineering - IC,M4,187400.7
Senior MLOps Engineer,2025-08-06,Candidate 684,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-07-28,Candidate 685,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L3,0.0
"Senior or Staff Software Engineer, SIGINT",2025-07-30,Candidate 686,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-28,Candidate 687,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-08-01,Candidate 688,No,United States,Tech,1.0,Expected,L4 (Senior),210000,Product - Engineering - Software Engineering - IC,L4,221222.0
Senior MLOps Engineer,2025-07-23,Candidate 689,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
"Senior or Staff Software Engineer, SIGINT",2025-07-30,Candidate 690,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Software Engineer, Data Product (US / US PERM)",2025-07-07,Candidate 691,No,United States,Tech,1.0,Expected,L3 (Mid),180000,Product - Engineering - Software Engineering - IC,L3,190000.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-08-01,Candidate 692,No,United States,Tech,1.0,Current Comp,L4 (Senior),,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-02,Candidate 693,No,Brazil,Tech,0.597,Expected,L4 (Senior),,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-08-05,Candidate 694,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),125000,Product - Engineering - Software Engineering - IC,L4,132069.53
Forward Deployed Engineer - US National Security,2025-07-24,Candidate 695,,,Tech,,,,,Product - Engineering - Forward Deployed Engineering - IC,L4,0.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-06-03,Candidate 696,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Software Engineer, Data Product (US / US PERM)",,Candidate 697,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L3,0.0
Head of Product Engineering,2025-07-30,Candidate 698,Yes,United States,Tech,1.0,Current Comp,M4 Veteran (Sr. Manager),360000,Product - Engineering - Software Engineering - Mgmt,M5,250000.0
Solutions Architect,2025-07-18,Candidate 699,,,Non-tech,,,,,GTM - Solutions Engineering - Solutions Engineering - IC,L4,0.0
Senior MLOps Engineer,2025-08-05,Candidate 700,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-21,Candidate 701,No,Brazil,Tech,0.597,Expected,L4 (Senior),60000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Data Product (US / US PERM)",,Candidate 702,No,United States,Tech,1.0,Current Comp,L4 (Senior),240000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Infrastructure",,Candidate 703,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-07-25,Candidate 704,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Infrastructure",2025-08-12,Candidate 705,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Software Engineer, Data Product (US / US PERM)",2025-08-06,Candidate 706,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L3,0.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-08-06,Candidate 707,No,Brazil,Tech,0.597,Expected,L3 (Mid),66000,Product - Engineering - Software Engineering - IC,L3,113430.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-08-07,Candidate 708,No,Brazil,Tech,0.597,Expected,L3 (Mid),45000,Product - Engineering - Software Engineering - IC,L3,113430.0
"Software Engineer, Data Product (LATAM)",2025-06-26,Candidate 709,Yes,Brazil,Tech,0.597,Expected,L3 (Mid),82000,Product - Engineering - Software Engineering - IC,L3,113430.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-02,Candidate 710,No,Brazil,Tech,0.597,Expected,L4 (Senior),110000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-08-04,Candidate 711,No,Brazil,Tech,0.597,Expected,L3 (Mid),120000,Product - Engineering - Software Engineering - IC,L4,113430.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-07-16,Candidate 712,No,United States,Tech,1.0,Current Comp,L4 (Senior),240000,Product - Engineering - Software Engineering - IC,L5,221222.0
"Engineering Manager, Data Engineering",2025-08-12,Candidate 713,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M4,0.0
"Senior Software Engineer, Data Product (LATAM)",2025-07-31,Candidate 714,No,Brazil,Tech,0.597,Current Comp,L3 (Mid),70000,Product - Engineering - Software Engineering - IC,L4,113430.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-08-07,Candidate 715,Yes,Brazil,Tech,0.597,Expected,L5 (Staff),,Product - Engineering - Software Engineering - IC,L4,158205.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-29,Candidate 716,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),120000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-07-11,Candidate 717,No,United States,Tech,1.0,Current Comp,L5 (Staff),200000,Product - Engineering - Software Engineering - IC,L5,265000.0
"Senior Software Engineer, Data Product (LATAM)",2025-07-21,Candidate 718,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Engineering Manager, Data Engineering",2025-07-30,Candidate 719,Yes,United States,Tech,1.0,Expected,M4 (Manager),240000,Product - Engineering - Software Engineering - Mgmt,M4,250000.0
Solutions Architect,2025-07-18,Candidate 720,No,United States,Non-tech,1.0,Expected,L4 (Senior),180000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,180147.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-06-16,Candidate 721,No,Brazil,Tech,0.597,Expected,L4 (Senior),72000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Staff Software Engineer, Backend | Product Engineering (United States)",2025-08-05,Candidate 722,No,United States,Tech,1.0,Expected,L5 (Staff),230000,Product - Engineering - Software Engineering - IC,L5,265000.0
Head of Product Engineering,2025-08-12,Candidate 723,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M5,0.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-08-07,Candidate 724,No,United States,Tech,1.0,Expected,L4 (Senior),240000,Product - Engineering - Software Engineering - IC,L5,221222.0
"Software Engineer, Data Product (LATAM)",2025-07-15,Candidate 725,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),72000,Product - Engineering - Software Engineering - IC,L3,132069.53
Head of Product Engineering,2025-07-23,Candidate 726,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M5,0.0
"Software Engineer, Data Product (US / US PERM)",2025-07-14,Candidate 727,No,United States,Tech,1.0,Expected,L3 (Mid),220000,Product - Engineering - Software Engineering - IC,L3,190000.0
"Senior Backend Engineer, Data Product (US / US PERM)",2025-07-24,Candidate 728,No,United States,Tech,1.0,Expected,L3 (Mid),200000,Product - Engineering - Software Engineering - IC,L4,190000.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-08-05,Candidate 729,No,Brazil,Tech,0.597,Expected,L3 (Mid),100000,Product - Engineering - Software Engineering - IC,L3,113430.0
